case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,avg_true_dominance_generation_bucket_k3,avg_new_dominance_generation_bucket_k3,avg_dominance_diff_generation_bucket_k3,avg_conflict_pos_bucket_k3
7250,information_not_credible_source_new,The Mothers-in-Law,Q938687,HBO,NBC,0.5579,0.1789,-0.3789,P449,66,0.000116,1,3,1,1
7332,information_not_credible_source_new,Vanessa Beecroft,Q152292,Romanian,Italian,0.3185,0.3944,0.0759,P1412,48,0.000553,2,2,2,1
7462,information_not_credible_source_new,Jean de La Fontaine,Q49496,Russian,French,0.0457,0.5029,0.4571,P103,158,0.000252,2,1,3,1
7508,information_not_credible_source_new,Danco Coast,Q3010676,Europe,Antarctica,0.2097,0.529,0.3194,P30,3,0.031821,3,1,3,2
7585,information_not_credible_source_new,East River Greenway,Q5036759,Leeds,Manhattan,0.056,0.436,0.38,P131,26,0.0,2,1,3,1
7669,information_not_credible_source_new,Svenska Hollywoodfruar,Q4353133,Japan,Sweden,0.1605,0.4263,0.2658,P495,18,0.002527,2,1,3,1
7998,information_not_credible_source_new,Le Vieux Cordelier,Q2401710,Australia,France,0.2129,0.4114,0.1986,P495,10,0.003335,2,1,2,1
8118,information_not_credible_source_new,Guto Pryce,Q5621838,violin,guitar,0.1432,0.6318,0.4886,P1303,21,0.011138,3,1,3,1
8124,information_not_credible_source_new,Castleisland Desmonds GAA,Q5050527,Australia,Ireland,0.1567,0.5022,0.3455,P17,2,0.008097,2,1,3,1
8181,information_not_credible_source_new,Sam Hill Memorial Bridge,Q7407606,Florence,Oregon,0.7286,0.0929,-0.6357,P131,4,0.006497,1,3,1,1
8282,information_not_credible_source_new,Jim Druckenmiller,Q6194725,midfielder,quarterback,0.3118,0.4882,0.1765,P413,61,0.000119,2,2,2,1
8285,information_not_credible_source_new,David Beckham,Q10520,French,English,0.0767,0.5789,0.5022,P103,10057,0.000994,3,1,3,1
8328,information_not_credible_source_new,Bighorn River,Q859686,Ohio,Montana,0.1523,0.5182,0.3659,P131,27,0.0,3,1,3,1
8416,information_not_credible_source_new,Thomas Greiss,Q72467,defender,goaltender,0.2269,0.5538,0.3269,P413,22,0.003331,3,1,3,1
8559,information_not_credible_source_new,The Nylons,Q7754543,Turkey,Canada,0.0606,0.5165,0.4559,P495,50,0.005829,3,1,3,1
8639,information_not_credible_source_new,Krauss-Maffei,Q819150,Sydney,Munich,0.1615,0.4173,0.2558,P740,63,8e-06,2,1,3,1
8650,information_not_credible_source_new,KC-767,Q889578,IBM,Boeing,0.0931,0.6639,0.5708,P178,180,0.000696,3,1,3,1
8841,information_not_credible_source_new,Lemland,Q176186,French,Swedish,0.645,0.005,-0.64,P37,13,0.000244,1,3,1,1
8884,information_not_credible_source_new,64th Venice International Film Festival,Q1667155,Istanbul,Venice,0.0789,0.7092,0.6303,P276,14,0.0,3,1,3,1
8905,information_not_credible_source_new,Luigi Dadaglio,Q1862062,bishop,cardinal,0.466,0.33,-0.136,P39,2,0.033605,2,2,2,2
8968,information_not_credible_source_new,Florent Sinama Pongolle,Q342690,hockey,soccer,0.1705,0.6364,0.4659,P641,206,0.001351,3,1,3,1
8984,information_not_credible_source_new,Yamalo-Nenets Autonomous Okrug,Q6407,Finnish,Russian,0.2797,0.2313,-0.0484,P37,322,0.000706,1,2,2,1
9058,information_not_credible_source_new,Guy Barker,Q1557440,violin,trumpet,0.2833,0.4944,0.2111,P1303,14,0.000181,2,2,2,1
9092,information_not_credible_source_new,Toyota Land Cruiser Prado,Q2594060,Boeing,Toyota,0.1976,0.5833,0.3857,P176,1892,0.001414,3,1,3,1
9105,information_not_credible_source_new,Edina High School,Q5338105,Pennsylvania,Minnesota,0.1235,0.7706,0.6471,P131,30,0.000504,3,1,3,1
9226,information_not_credible_source_new,Armand Trousseau,Q677885,London,Paris,0.2706,0.4853,0.2147,P937,13,0.000676,2,2,2,1
9263,information_not_credible_source_new,Nokia 808 PureView,Q1341483,Toyota,Nokia,0.1923,0.4987,0.3064,P176,131,0.002337,2,1,3,1
9302,information_not_credible_source_new,Erwin Stresemann,Q62357,Chennai,Dresden,0.52,0.2033,-0.3167,P19,6,0.0,1,2,1,1
9375,information_not_credible_source_new,Ludovic Sylvestre,Q471193,goaltender,midfielder,0.2941,0.4676,0.1735,P413,12,0.000301,2,2,2,1
9378,information_not_credible_source_new,Czech Republic,Q213,Tripoli,Prague,0.33,0.3,-0.03,P36,7519,0.0,2,2,2,1
9384,information_not_credible_source_new,Kasabian,Q272517,Seattle,Leicester,0.4283,0.2109,-0.2174,P740,565,0.000376,1,2,2,1
9438,information_not_credible_source_new,Renault R26,Q172755,Cadillac,Renault,0.1977,0.5159,0.3182,P176,65,1e-05,3,1,3,1
9593,information_not_credible_source_new,MBT LAW,Q3112988,Bulgaria,Sweden,0.1595,0.569,0.4095,P495,424,5.2e-05,3,1,3,1
9737,information_not_credible_source_new,PLoS ONE,Q564954,French,English,0.072,0.527,0.455,P364,131,0.002247,3,1,3,1
9802,information_not_credible_source_new,Muawiyah I,Q181154,Christianity,Islam,0.0525,0.4425,0.39,P140,799,0.001462,2,1,3,1
9811,information_not_credible_source_new,Adam Elsheimer,Q310285,London,Rome,0.0,0.8056,0.8056,P937,22,0.000416,3,1,3,1
9847,information_not_credible_source_new,Gaetano Donizetti,Q101698,Boston,Vienna,0.4909,0.2409,-0.25,P937,184,1.6e-05,1,2,2,1
9886,information_not_credible_source_new,Mawson Glacier,Q3108299,Asia,Antarctica,0.1421,0.6368,0.4947,P30,1,0.009599,3,1,3,1
9889,information_not_credible_source_new,Dennis Wilson,Q453611,Spanish,English,0.171,0.5935,0.4226,P1412,1662,0.010211,3,1,3,1
9953,information_not_credible_source_new,Headbangers Ball,Q279329,NBC,MTV,0.2364,0.3864,0.15,P449,182,0.000666,2,1,2,1
9972,information_not_credible_source_new,Des Lynam,Q5263489,NPR,BBC,0.2103,0.4,0.1897,P108,221,0.000897,2,1,2,1
10137,information_not_credible_source_new,David Weigel,Q5240915,actor,journalist,0.1778,0.5056,0.3278,P106,62,0.000929,2,1,3,1
10188,information_not_credible_source_new,Arthur Balfour,Q19008,Paris,London,0.4941,0.1382,-0.3559,P937,626,0.000265,1,2,1,1
10535,information_not_credible_source_new,Nissan GT-R LM Nismo,Q18980952,Suzuki,Nissan,0.0934,0.5961,0.5026,P176,134,8.7e-05,3,1,3,1
10548,information_not_credible_source_new,Honus Wagner,Q1316903,football,baseball,0.1556,0.6653,0.5097,P641,614,0.00568,3,1,3,1
10643,information_not_credible_source_new,Band-e Kaisar,Q806225,Poland,Iran,0.1304,0.4161,0.2857,P17,40,0.003911,2,1,3,1
10759,information_not_credible_source_new,iOS 6,Q307677,Google,Apple,0.1875,0.7227,0.5352,P178,300,0.009319,3,1,3,1
10791,information_not_credible_source_new,Stephen Hales,Q312017,anthropology,physiology,0.1437,0.5406,0.3969,P101,21,0.0,3,1,3,1
10975,information_not_credible_source_new,Christiaan Snouck Hurgronje,Q731829,Buddhism,Islam,0.1933,0.64,0.4467,P140,49,0.000603,3,1,3,1
10999,information_not_credible_source_new,Toulouges,Q1350694,Italy,France,0.03,0.6175,0.5875,P17,7,0.002639,3,1,3,1
11045,information_not_credible_source_new,Kingdom of Bulgaria,Q147909,Hebrew,Bulgarian,0.2361,0.4472,0.2111,P37,434,0.0,2,1,2,1
11163,information_not_credible_source_new,Dorothy Donegan,Q430888,sitcom,jazz,0.2259,0.4926,0.2667,P136,15,0.000415,2,1,3,1
11169,information_not_credible_source_new,Dick Wellstood,Q1209838,fantasy,jazz,0.2887,0.4371,0.1484,P136,5,0.003241,2,2,2,1
11289,information_not_credible_source_new,Party for Freedom,Q332739,Singapore,Netherlands,0.1414,0.5343,0.3929,P17,1600,0.00018,3,1,3,1
11379,information_not_credible_source_new,Save Tonight,Q1645734,Spain,Sweden,0.4062,0.2281,-0.1781,P495,139,0.003728,1,2,2,1
11455,information_not_credible_source_new,Alexander William Williamson,Q374493,physics,chemistry,0.35,0.4727,0.1227,P101,12,0.01762,2,2,2,2
11530,information_not_credible_source_new,Army Public School Peshawar,Q18670313,Italian,English,0.1214,0.4102,0.2888,P37,3,0.005668,2,1,3,1
11565,information_not_credible_source_new,Alexandre Auguste Ledru-Rollin,Q1382222,English,French,0.3391,0.313,-0.0261,P103,40,0.007685,2,2,2,1
11633,information_not_credible_source_new,Jean-Hilaire Aubame,Q256998,Chinese,French,0.244,0.336,0.092,P103,6,0.001449,2,1,2,1
11829,information_not_credible_source_new,Venta,Q37322630,Antarctica,Europe,0.321,0.3903,0.0694,P30,0,0.004841,2,2,2,1
11866,information_not_credible_source_new,Mark Kinsella,Q703653,linebacker,midfielder,0.8438,0.0125,-0.8313,P413,102,0.000589,1,3,1,1
11885,information_not_credible_source_new,Jean-Paul Akayesu,Q3168330,Thailand,Rwanda,0.1773,0.6591,0.4818,P27,41,0.0,3,1,3,1
11915,information_not_credible_source_new,Francis Stuart,Q5482528,journalist,novelist,0.1375,0.5625,0.425,P106,35,0.010609,3,1,3,1
11934,information_not_credible_source_new,Gene Martynec,Q5531339,Baltimore,Germany,0.775,0.0,-0.775,P19,9,0.0,1,3,1,1
11976,information_not_credible_source_new,Gluecifer,Q1248223,Leeds,Oslo,0.3688,0.4156,0.0469,P740,25,0.0,2,2,2,1
12148,information_not_credible_source_new,IBM 407,Q1653069,Intel,IBM,0.2867,0.515,0.2283,P176,13,0.006226,3,2,2,1
12275,information_not_credible_source_new,Ahmed Ouyahia,Q57613,India,Algeria,0.2971,0.4765,0.1794,P27,25,0.003784,2,2,2,1
12412,information_not_credible_source_new,Jacques Mauclair,Q428314,Russian,French,0.21,0.44,0.23,P103,7,0.001769,2,1,2,1
12452,information_not_credible_source_new,Global Humanitarian Forum,Q16840240,London,Geneva,0.1667,0.5583,0.3917,P159,1,0.002654,3,1,3,1
12458,information_not_credible_source_new,Leg Work,Q4004191,NBC,CBS,0.7625,0.0,-0.7625,P449,16,0.0,1,3,1,1
12527,information_not_credible_source_new,Derek Lamb,Q1200053,physiology,animation,0.75,0.175,-0.575,P101,5,0.0,1,3,1,1
12592,information_not_credible_source_new,Adrien Duport,Q377006,Russian,French,0.095,0.6575,0.5625,P103,11,8e-05,3,1,3,1
12654,information_not_credible_source_new,Brazil national football team,Q83459,NATO,FIFA,0.33,0.36,0.03,P463,3124,0.000156,2,2,2,1
12687,information_not_credible_source_new,Doychin Vasilev,Q5303717,India,Bulgaria,0.2643,0.375,0.1107,P27,1,0.001225,2,2,2,1
12742,information_not_credible_source_new,Windows 95,Q83370,Apple,Microsoft,0.0811,0.6511,0.57,P178,831,0.006737,3,1,3,1
12789,information_not_credible_source_new,Carolyn Franklin,Q5045362,trumpet,piano,0.4538,0.4308,-0.0231,P1303,172,0.023954,2,2,2,2
12809,information_not_credible_source_new,Zenon Plech,Q8069203,Greece,Poland,0.8,0.0,-0.8,P27,6,9e-06,1,3,1,1
12892,information_not_credible_source_new,Thaamirabharani,Q7708805,Swedish,Tamil,0.15,0.5615,0.4115,P364,261,0.000175,3,1,3,1
13013,information_not_credible_source_new,Tor Endresen,Q1383923,Nigeria,Norway,0.1538,0.7423,0.5885,P27,3,0.000133,3,1,3,1
13198,information_not_credible_source_new,Verbotene Liebe,Q153561,Japan,Germany,0.181,0.4345,0.2534,P495,39,0.006613,2,1,3,1
13320,information_not_credible_source_new,Charles Kaiser,Q5079668,philosopher,journalist,0.7375,0.0,-0.7375,P106,7,0.000914,1,3,1,1
13344,information_not_credible_source_new,Somali Region,Q202800,Indiana,Ethiopia,0.1903,0.5387,0.3484,P131,232,7.3e-05,3,1,3,1
13359,information_not_credible_source_new,Frankie Knuckles,Q205322,Oslo,Chicago,0.2308,0.5115,0.2808,P20,266,0.0,3,1,3,1
13693,information_not_credible_source_new,Gerald Kyd,Q5549308,poet,actor,0.1368,0.65,0.5132,P106,65,0.000225,3,1,3,1
13694,information_not_credible_source_new,Sesamstraat,Q2410485,Thai,Dutch,0.1618,0.6647,0.5029,P364,24,0.0,3,1,3,1
13702,information_not_credible_source_new,Shimla,Q83786,Antarctica,Asia,0.3512,0.3369,-0.0143,P30,588,0.010185,2,2,2,1
13840,information_not_credible_source_new,Google Pay Send,Q2334242,Sega,Google,0.181,0.619,0.4381,P178,24,2.5e-05,3,1,3,1
14028,information_not_credible_source_new,Dodge Charger,Q669856,BMW,Dodge,0.2409,0.3333,0.0924,P176,1229,9.9e-05,2,1,2,1
14031,information_not_credible_source_new,Scott Paper Company,Q953319,Vancouver,Philadelphia,0.0,0.5556,0.5556,P740,78,0.000923,3,1,3,1
14079,information_not_credible_source_new,Wynton Marsalis,Q273076,piano,trumpet,0.3815,0.3407,-0.0407,P1303,824,0.01436,2,2,2,1
14119,information_not_credible_source_new,Giacomo Antonelli,Q712085,bishop,cardinal,0.2696,0.4125,0.1429,P39,14,0.005426,2,2,2,1
14130,information_not_credible_source_new,Yule Bay,Q8060903,Europe,Antarctica,0.1548,0.5839,0.429,P30,0,0.005486,3,1,3,1
14143,information_not_credible_source_new,Corriere dei Piccoli,Q1446208,Philippines,Italy,0.1405,0.469,0.3286,P495,4,0.000135,2,1,3,1
14226,information_not_credible_source_new,Genrikh Sapgir,Q2166641,Australia,Russia,0.34,0.2225,-0.1175,P27,2,0.004871,1,2,2,1
14264,information_not_credible_source_new,Virginia Quarterly Review,Q7934467,French,English,0.0537,0.5305,0.4768,P364,10,0.003041,3,1,3,1
14282,information_not_credible_source_new,Adriaan Roland Holst,Q2272398,French,Dutch,0.1717,0.455,0.2833,P103,3,0.006393,2,1,3,1
14333,information_not_credible_source_new,Italian Social Movement,Q1126102,Montreal,Rome,0.2321,0.4464,0.2143,P159,462,0.0,2,1,2,1
14345,information_not_credible_source_new,Avord,Q688046,Denmark,France,0.1326,0.7348,0.6022,P17,2,0.000434,3,1,3,1
14444,information_not_credible_source_new,Dole Food Company,Q492747,Dresden,Hawaii,0.1304,0.4065,0.2761,P740,285,0.0,2,1,3,1
14527,information_not_credible_source_new,Claude Antoine Dacosta,Q1096417,actor,politician,0.7875,0.0,-0.7875,P106,1,0.000106,1,3,1,1
14571,information_not_credible_source_new,Tomaso Albinoni,Q174606,guitar,violin,0.325,0.35,0.025,P1303,133,0.00208,2,2,2,1
14633,information_not_credible_source_new,Olga Vittoria Gentilli,Q3881639,French,Italian,0.5,0.1591,-0.3409,P1412,0,0.002051,1,2,1,1
14663,information_not_credible_source_new,Marion Davies,Q242416,Paris,Brooklyn,0.2583,0.3375,0.0792,P19,561,0.00052,2,1,2,1
14746,information_not_credible_source_new,Transwede Airways,Q848881,London,Stockholm,0.3071,0.0857,-0.2214,P159,6,0.0,1,2,2,1
14795,information_not_credible_source_new,Matthew Thornton,Q1368351,Dublin,Ireland,0.2281,0.8,0.5719,P19,38,0.059923,3,1,3,2
14829,information_not_credible_source_new,A Different World,Q1109026,CBS,NBC,0.1214,0.5179,0.3964,P449,795,0.000207,3,1,3,1
14911,information_not_credible_source_new,The Idle Race,Q1812612,Chicago,Birmingham,0.1694,0.4444,0.275,P740,68,0.000216,2,1,3,1
14953,information_not_credible_source_new,Millbrae station,Q6858585,Vienna,California,0.085,0.6283,0.5433,P131,21,0.000133,3,1,3,1
15127,information_not_credible_source_new,Fiat Strada,Q2345964,Volvo,Fiat,0.1365,0.5538,0.4173,P176,132,5e-06,3,1,3,1
15322,information_not_credible_source_new,Oklahoma,Q1649,Swedish,English,0.0652,0.4437,0.3786,P37,2838,0.001076,2,1,3,1
15388,information_not_credible_source_new,Triumph TR6,Q2304746,Dodge,Triumph,0.1635,0.5038,0.3404,P176,179,3.3e-05,2,1,3,1
15471,information_not_credible_source_new,Beaumont Glacier,Q4877558,Africa,Antarctica,0.1477,0.6795,0.5318,P30,0,0.005996,3,1,3,1
15508,information_not_credible_source_new,Sam Mendes,Q223233,Hindi,English,0.0815,0.5056,0.4241,P1412,2423,0.002159,2,1,3,1
15521,information_not_credible_source_new,Suddenly Susan,Q643894,HBO,NBC,0.2778,0.3639,0.0861,P449,266,0.000508,2,2,2,1
15572,information_not_credible_source_new,"Matson, Inc.",Q6787989,London,Hawaii,0.1538,0.5808,0.4269,P159,97,0.000199,3,1,3,1
15584,information_not_credible_source_new,Buichi Terasawa,Q2630137,France,Japan,0.0929,0.4881,0.3952,P27,24,0.001625,2,1,3,1
15669,information_not_credible_source_new,Jean Vautrin,Q1685888,English,French,0.2571,0.4929,0.2357,P103,7,0.012825,2,1,3,1
15703,information_not_credible_source_new,First Barons' War,Q2086498,Chicago,England,0.1434,0.5026,0.3592,P276,364,0.000119,2,1,3,1
15733,information_not_credible_source_new,Ark II,Q109659711,HBO,CBS,0.3107,0.3393,0.0286,P449,0,8e-06,2,2,2,1
15777,information_not_credible_source_new,Pandoh Dam,Q7130687,Portugal,India,0.0646,0.5333,0.4688,P17,12,0.0,3,1,3,1
15846,information_not_credible_source_new,Microsoft Office 97,Q1342266,Apple,Microsoft,0.1289,0.73,0.6011,P178,80,0.004345,3,1,3,1
15853,information_not_credible_source_new,Sharmila Tagore,Q465830,Scientology,Islam,0.21,0.3825,0.1725,P140,1415,0.00019,2,1,2,1
15861,information_not_credible_source_new,Abbas I of Persia,Q171349,Christianity,Islam,0.2,0.74,0.54,P140,370,0.001185,3,1,3,1
16061,information_not_credible_source_new,Douglas Lloyd Campbell,Q1252386,Milan,Winnipeg,0.6667,0.3333,-0.3333,P20,5,0.0,2,3,1,1
16149,information_not_credible_source_new,Robomodo,Q7353288,Houston,Chicago,0.5444,0.4444,-0.1,P740,9,0.004131,2,3,2,1
16204,information_not_credible_source_new,Ameen Sayani,Q4742111,Poland,India,0.0909,0.4432,0.3523,P27,68,8e-05,2,1,3,1
16208,information_not_credible_source_new,Errico Petrella,Q555720,English,Italian,0.387,0.303,-0.084,P1412,1,0.01876,2,2,2,2
16260,information_not_credible_source_new,Porsche 904,Q1475188,Nokia,Porsche,0.2486,0.5243,0.2757,P176,146,0.000677,3,1,3,1
16301,information_not_credible_source_new,Sobat River,Q821911,Antarctica,Africa,0.2345,0.4164,0.1818,P30,11,0.019662,2,1,2,2
16395,information_not_credible_source_new,Husayn ibn Ali,Q112128,Judaism,Islam,0.0587,0.5739,0.5152,P140,1122,0.00047,3,1,3,1
16465,information_not_credible_source_new,The Answering Machine,Q114537562,Minneapolis,Manchester,0.3333,0.5083,0.175,P740,0,0.0,2,2,2,1
16591,information_not_credible_source_new,Harashima,Q26450325,Poland,Japan,0.27,0.3133,0.0433,P27,0,0.00253,2,2,2,1
16619,information_not_credible_source_new,Muriel Barbery,Q235731,Dutch,French,0.0104,0.6771,0.6667,P103,30,0.000648,3,1,3,1
16716,information_not_credible_source_new,Piramal Enterprises Ltd,Q7197697,Milan,Mumbai,0.2,0.5964,0.3964,P159,6,0.0,3,1,3,1
16778,information_not_credible_source_new,Nate Robertson,Q3336514,quarterback,pitcher,0.2267,0.4233,0.1967,P413,14,0.004304,2,1,2,1
16962,information_not_credible_source_new,Javier Espinosa,Q103021500,outfielder,midfielder,0.6833,0.0,-0.6833,P413,0,3.1e-05,1,3,1,1
16988,information_not_credible_source_new,Knut Kristiansen,Q11981326,sitcom,jazz,0.5071,0.1357,-0.3714,P136,0,0.0,1,2,1,1
16994,information_not_credible_source_new,Paulo Bento,Q316733,pitcher,midfielder,0.4,0.1222,-0.2778,P413,244,0.0,1,2,1,1
17016,information_not_credible_source_new,Hawaii,Q782,Madrid,Honolulu,0.2425,0.5025,0.26,P36,7630,0.0,2,1,3,1
17093,information_not_credible_source_new,Jean Prouff,Q1685775,quarterback,midfielder,0.5111,0.0778,-0.4333,P413,3,0.0,1,2,1,1
17102,information_not_credible_source_new,Rhythm-a-Ning,Q7321878,funk,jazz,0.2,0.5469,0.3469,P136,0,0.002273,3,1,3,1
17204,information_not_credible_source_new,Ronnie Foster,Q7365867,satire,jazz,0.2,0.55,0.35,P136,38,0.000246,3,1,3,1
17213,information_not_credible_source_new,Poland,Q36,German,Polish,0.1885,0.5808,0.3923,P37,7771,4.8e-05,3,1,3,1
17328,information_not_credible_source_new,Xeon,Q656154,Honda,Intel,0.2544,0.5118,0.2574,P176,439,0.0,3,1,3,1
17365,information_not_credible_source_new,Euphrates,Q34589,Antarctica,Asia,0.384,0.3989,0.0149,P30,1005,0.013523,2,2,2,1
17370,information_not_credible_source_new,Claude Bartolone,Q1096496,Russian,French,0.0667,0.6833,0.6167,P103,7,0.000261,3,1,3,1
17460,information_not_credible_source_new,Albany City Hall,Q3146112,Istanbul,Albany,0.2579,0.5316,0.2737,P276,14,0.0,3,1,3,1
17495,information_not_credible_source_new,Pennsylvania State Capitol,Q2915393,Microsoft,Pennsylvania,0.2257,0.5446,0.3189,P127,89,0.001171,3,1,3,1
17748,information_not_credible_source_new,Hephthalite Empire,Q26576,Christianity,Buddhism,0.1375,0.4792,0.3417,P140,495,0.005976,2,1,3,1
17844,information_not_credible_source_new,Zift,Q199310,Danish,Bulgarian,0.125,0.675,0.55,P364,7,0.000219,3,1,3,1
17902,information_not_credible_source_new,Greetje Kauffeld,Q508311,fantasy,jazz,0.231,0.331,0.1,P136,3,1.6e-05,2,1,2,1
17939,information_not_credible_source_new,Rustavi 2,Q594636,Italian,Georgian,0.0941,0.6294,0.5353,P364,17,0.001916,3,1,3,1
17945,information_not_credible_source_new,Congo Free State,Q76048,Antarctica,Africa,0.3695,0.4266,0.0571,P30,942,0.008363,2,2,2,1
18122,information_not_credible_source_new,Pierre C. Cartier,Q7192113,Russian,French,0.0536,0.625,0.5714,P1412,40,3e-05,3,1,3,1
18274,information_not_credible_source_new,Mithat Bayrak,Q661466,French,Turkish,0.2182,0.1909,-0.0273,P103,2,0.000744,1,1,2,1
18327,information_not_credible_source_new,Palupera Rural Municipality,Q633663,Denmark,Estonia,0.137,0.5217,0.3848,P17,0,0.004762,3,1,3,1
18392,information_not_credible_source_new,Mohammed Iqbal Khan,Q13649920,Christianity,Islam,0.0,0.775,0.775,P140,178,0.0,3,1,3,1
18449,information_not_credible_source_new,Carl Lindhagen,Q55955,Amsterdam,Stockholm,0.8357,0.0286,-0.8071,P937,2,0.0,1,3,1,1
18469,information_not_credible_source_new,Fraport Arena,Q384017,Leonardo,Frankfurt,0.1235,0.5559,0.4324,P127,6,2.4e-05,3,1,3,1
18501,information_not_credible_source_new,Otto von Guericke,Q60095,bishop,mayor,0.375,0.315,-0.06,P39,83,0.0,2,2,2,1
18503,information_not_credible_source_new,Towers of London,Q522043,Sheffield,London,0.0063,0.7781,0.7719,P740,125,0.000497,3,1,3,1
18530,information_not_credible_source_new,Brighton Centre,Q4967617,London,Brighton,0.2615,0.4365,0.175,P276,41,0.007429,2,2,2,1
18603,information_not_credible_source_new,Pau Gasol,Q193052,football,basketball,0.166,0.633,0.467,P641,770,0.011276,3,1,3,1
18904,information_not_credible_source_new,Thieleman J. van Braght,Q7784006,French,Dutch,0.14,0.5867,0.4467,P103,5,0.007234,3,1,3,1
18970,information_not_credible_source_new,Joe Hildebrand,Q20739539,Canada,Australia,0.4694,0.1347,-0.3347,P495,0,0.021233,1,2,1,2
19050,information_not_credible_source_new,Narrative Science,Q17183195,Denver,Chicago,0.2857,0.6857,0.4,P159,9,0.000762,3,2,3,1
19334,information_not_credible_source_new,Matija Gubec,Q715968,Italy,Croatia,0.2286,0.4304,0.2018,P19,31,0.001916,2,1,2,1
19366,information_not_credible_source_new,Dublin lock-out,Q448920,Slovakia,Dublin,0.0952,0.569,0.4738,P276,50,0.0,3,1,3,1
19399,information_not_credible_source_new,Dave Winfield,Q5230137,soccer,baseball,0.2245,0.4532,0.2287,P641,10,0.013556,2,1,2,1
19427,information_not_credible_source_new,Panama Francis,Q2048920,sitcom,jazz,0.1667,0.4593,0.2926,P136,11,7.8e-05,2,1,3,1
19583,information_not_credible_source_new,Nayef Hawatmeh,Q259190,London,Salt,0.3143,0.4214,0.1071,P19,132,0.001189,2,2,2,1
19588,information_not_credible_source_new,Christopher Paolini,Q93620,jazz,fantasy,0.0632,0.5842,0.5211,P136,478,0.000279,3,1,3,1
19776,information_not_credible_source_new,White Rabbits,Q126186348,London,Columbia,0.3667,0.2,-0.1667,P740,0,0.00024,1,2,2,1
19835,information_not_credible_source_new,David Van Reybrouck,Q2490392,Spanish,Dutch,0.2618,0.3526,0.0908,P1412,69,0.0034,2,2,2,1
19902,information_not_credible_source_new,BMW ActiveE,Q9642124,Nintendo,BMW,0.1243,0.6649,0.5405,P176,20,0.000675,3,1,3,1
19904,information_not_credible_source_new,Adriana Lecouvreur,Q375063,French,Italian,0.1967,0.4,0.2033,P364,45,0.005161,2,1,2,1
19981,information_not_credible_source_new,Inayat Khan,Q117322850,Judaism,Islam,0.1405,0.4548,0.3143,P140,0,0.006323,2,1,3,1
20087,information_not_credible_source_new,Clement X,Q155956,bishop,pope,0.2857,0.5976,0.3119,P39,40,0.02862,3,2,3,2
20186,information_not_credible_source_new,Paul Anka,Q216563,guitar,piano,0.409,0.4923,0.0833,P1303,2872,0.0241,2,2,2,2
20410,information_not_credible_source_new,Trinity Peninsula,Q2038835,Asia,Antarctica,0.3167,0.5847,0.2681,P30,19,0.055424,3,2,3,2
20601,information_not_credible_source_new,Henry Warburton,Q113809044,Tamil,English,0.12,0.384,0.264,P1412,0,0.003003,2,1,3,1
20756,information_not_credible_source_new,Franz Xaver Gabelsberger,Q62137,Helsinki,Munich,0.4706,0.3735,-0.0971,P937,3,0.0,2,2,2,1
21061,information_not_credible_source_new,Olsen Gang,Q1047863,English,Danish,0.2073,0.4159,0.2085,P364,49,0.014849,2,1,2,1
21231,information_not_credible_source_new,Anne Redpath,Q4768742,Frankfurt,Edinburgh,0.7125,0.225,-0.4875,P20,8,0.0,1,3,1,1
21254,information_not_credible_source_new,Montenegro,Q236,Asia,Europe,0.2314,0.6471,0.4157,P30,4479,0.040787,3,1,3,2
21323,information_not_credible_source_new,Ross Barkley,Q326240,linebacker,midfielder,0.125,0.6813,0.5563,P413,1194,0.0,3,1,3,1
21342,information_not_credible_source_new,Soenario,Q4446092,Japan,Indonesia,0.5643,0.0,-0.5643,P27,15,0.000705,1,3,1,1
21346,information_not_credible_source_new,ceviche,Q1057953,Japan,Peru,0.252,0.3224,0.0704,P495,1085,0.011377,2,1,2,1
21440,information_not_credible_source_new,Lu Watters,Q1872759,trance,jazz,0.131,0.5828,0.4517,P136,7,0.0,3,1,3,1
21681,information_not_credible_source_new,Frank Pembleton,Q5488954,Paris,Baltimore,0.2286,0.5321,0.3036,P937,134,0.000935,3,1,3,1
21728,information_not_credible_source_new,Gustave Geffroy,Q927796,Italian,French,0.2133,0.6367,0.4233,P103,6,0.005041,3,1,3,1
21759,information_not_credible_source_new,Oleg Kotov,Q342338,English,Russian,0.27,0.465,0.195,P103,5,0.014588,2,2,2,1
21867,information_not_credible_source_new,Dominic Dierkes,Q5290518,politician,actor,0.2917,0.4389,0.1472,P106,19,0.000165,2,2,2,1
21,neutral_new,Argentine Football Association,Q496548,NATO,FIFA,0.2485,0.2758,0.0273,P463,203,1.4e-05,2,1,2,1
56,neutral_new,Toyota Cresta,Q1815602,BMW,Toyota,0.1613,0.6661,0.5048,P176,194,0.002675,3,1,3,1
304,neutral_new,Jari Kurri,Q363621,soccer,hockey,0.1537,0.5854,0.4317,P641,101,0.02307,3,1,3,2
366,neutral_new,New Bedford Whaling Museum,Q7005471,Dublin,Massachusetts,0.2222,0.6333,0.4111,P131,19,0.0,3,1,3,1
378,neutral_new,The Paradise Club,Q3895015,NBC,BBC,0.284,0.472,0.188,P449,17,0.001061,2,2,2,1
